Record_ID,Mission_Name,Mission_Type,Lead_Country,Lead_ISO_Code,Lead_Country_Region,Operation_Location,Operation_Region,Threat_Level,Command_HQ,Operation_Start_Year,Operation_End_Year,Duration_Years,Mission_Phase,Troops_Deployed,Air_Assets_Deployed,Naval_Assets_Deployed,Casualties,Casualties_Rate_Pct,Mission_Cost_M_USD,Cost_Per_Soldier_USD,Contributing_Countries_Count,NATO_Led,UN_Mandate,Mission_Outcome,Mission_Status,Classification,Media_Coverage,Public_Support_Pct,After_Action_Report
4695,Operation Arctic Fox 04695,Combat,Latvia,LVA,Northern Europe,Lebanon,Middle East,Medium,JFC Brunssum,1982,1991,9,Execution,63020,123,27,978,1.552,4859.92,77117.11,23,Yes,Yes,Transitioned to UN,Active,Unclassified,High,37.7,N/A
4696,Operation Pacific Watch 04696,Amphibious Exercise,France,FRA,Western Europe,North Atlantic,Atlantic,Low,STRIKFORNATO,1988,2005,17,Deployment,31856,113,0,1259,3.952,7798.17,244794.39,21,Joint UN-NATO,No,Withdrawn,Completed,NATO Secret,Medium,63.6,Classified
4697,Operation Pacific Watch 04697,Intelligence Gathering,Belgium,BEL,Western Europe,Adriatic Sea,Europe,Low,STRIKFORNATO,2002,2007,5,Drawdown,42174,88,34,1385,3.284,1357.36,32184.76,23,No,No,Transitioned to UN,Concluded,NATO Confidential,Low,41.0,Pending
4698,Operation Active Endeavour 04698,Humanitarian Aid,Latvia,LVA,Northern Europe,Red Sea,Middle East,Medium,MARCOM,1954,1956,2,Execution,70672,8,19,1361,1.926,9940.63,140658.68,30,No,No,Mission Accomplished,Transitioned,NATO Restricted,Medium,55.1,Pending
4699,Operation Iron Resolve 04699,Training Exercise,Norway,NOR,Northern Europe,Baltic Sea,Europe,Low,LANDCOM,2011,2024,13,Deployment,57095,196,15,1995,3.494,11987.41,209955.51,15,Joint UN-NATO,Yes,Suspended,Planned,NATO Confidential,Low,39.1,Pending
4700,Operation Ocean Shield 04700,Special Operations,Hungary,HUN,Central Europe,Kosovo,Europe,Medium,SHAPE Belgium,1965,1967,2,Execution,40428,58,13,631,1.561,2938.69,72689.47,11,Yes,No,Ongoing,Active,Unclassified,High,81.1,Pending
4701,Operation Red Arrow 04701,Counter-Terrorism,Croatia,HRV,Southern Europe,Bosnia,Europe,Low,MARCOM,1989,1995,6,Transition,60584,20,23,237,0.391,876.87,14473.62,18,No,No,Partially Successful,Suspended,Unclassified,High,42.5,Pending
4702,Operation Northern Guard 04702,Logistics Support,Germany,DEU,Western Europe,Sahel Region,Africa,High,MARCOM,2002,2006,4,Planning,4943,41,34,55,1.113,3194.43,646253.29,20,Joint UN-NATO,No,Partially Successful,On Hold,Unclassified,Medium,58.9,Classified
4703,Operation Ocean Shield 04703,Maritime Security,North Macedonia,MKD,Southern Europe,Ukraine Border,Europe,High,AIRCOM,1962,1970,8,Completed,12390,82,43,277,2.236,3144.79,253816.79,20,Yes,Yes,Partially Successful,Concluded,NATO Confidential,Medium,47.5,N/A
4704,Operation Unified Protector 04704,Reconnaissance,United States,USA,North America,Libya,Africa,High,AIRCOM,2011,2024,13,Transition,67326,142,15,2408,3.577,10807.54,160525.5,3,No,Yes,Withdrawn,Active,NATO Secret,Low,79.0,N/A
4705,Operation Ramstein Guard 04705,Combat,United Kingdom,GBR,Western Europe,Barents Sea,Arctic,Medium,JFC Brunssum,1988,2004,16,Execution,53096,73,49,761,1.433,5316.1,100122.42,17,No,Yes,Transitioned to UN,Completed,NATO Restricted,Low,34.6,Published
4706,Operation Trident Juncture 04706,CBRN Response,Estonia,EST,Northern Europe,Black Sea,Europe,Medium,JFC Naples,1964,1980,16,Planning,70065,15,36,1793,2.559,7364.93,105115.68,2,No,Yes,Ongoing,Transitioned,NATO Restricted,Low,84.2,Published
4707,Operation Cobra Gold 04707,Logistics Support,Latvia,LVA,Northern Europe,Kosovo,Europe,Medium,MARCOM,1997,2007,10,Transition,70906,131,21,2661,3.753,7381.03,104095.99,17,Joint UN-NATO,No,Completed,On Hold,NATO Secret,Minimal,21.4,Classified
4708,Operation Joint Warrior 04708,Training Exercise,Germany,DEU,Western Europe,Arctic Region,Arctic,Medium,JFC Naples,1960,1961,1,Deployment,2005,126,37,11,0.549,2212.14,1103311.72,3,Joint UN-NATO,No,Suspended,Completed,Unclassified,Minimal,72.3,Classified
4709,Operation Eagle Eye 04709,Ballistic Missile Defense,France,FRA,Western Europe,Eastern Europe,Europe,Medium,STRIKFORNATO,2016,2022,6,Transition,38531,116,15,875,2.271,11604.93,301184.24,26,Yes,No,Successful,Transitioned,NATO Confidential,Low,27.3,Published
4710,Operation Trident Juncture 04710,Amphibious Exercise,Iceland,ISL,Northern Europe,Lebanon,Middle East,Medium,ACO Mons,1999,2018,19,Drawdown,17639,78,34,397,2.251,5773.87,327335.45,26,Joint UN-NATO,Yes,Partially Successful,Active,NATO Restricted,High,60.2,Published
4711,Operation Viking 04711,Maritime Security,Albania,ALB,Southern Europe,Syria,Middle East,High,JFC Brunssum,1985,1997,12,Planning,23081,90,35,539,2.335,7735.5,335145.79,8,Joint UN-NATO,No,Suspended,Completed,NATO Secret,Low,83.9,Published
4712,Operation Trident Juncture 04712,Training Exercise,Iceland,ISL,Northern Europe,Afghanistan,Asia,High,MARCOM,1969,1981,12,Planning,30030,99,8,872,2.904,11146.03,371163.17,31,Yes,Yes,Ongoing,On Hold,NATO Confidential,Minimal,75.4,N/A
4713,Operation Neptune Strike 04713,Reconnaissance,United Kingdom,GBR,Western Europe,Caucasus Region,Asia,High,MARCOM,1981,1984,3,Drawdown,62482,169,6,2089,3.343,1234.57,19758.81,12,No,No,Transitioned to UN,Concluded,NATO Restricted,High,58.7,N/A
4714,Operation Freedom Sentinel 04714,Ballistic Missile Defense,Netherlands,NLD,Western Europe,Ukraine Border,Europe,High,LANDCOM,2012,2024,12,Transition,10071,141,31,401,3.982,8122.36,806509.78,3,Joint UN-NATO,Yes,Ongoing,Planned,Unclassified,Minimal,35.6,Published
4715,Operation Arctic Fox 04715,Logistics Support,Türkiye,TUR,Southern Europe,Black Sea,Europe,Medium,SHAPE Belgium,1999,2017,18,Completed,14176,95,32,14,0.099,11033.89,778350.03,7,Yes,No,Withdrawn,Suspended,Unclassified,High,74.0,Classified
4716,Operation Desert Falcon 04716,Amphibious Exercise,Belgium,BEL,Western Europe,Mediterranean Sea,Europe,Low,JFC Brunssum,2019,2024,5,Transition,57279,35,5,1872,3.268,2149.85,37532.95,14,Joint UN-NATO,Yes,Suspended,Transitioned,Unclassified,High,82.3,N/A
4717,Operation Thunder Wolf 04717,Search and Rescue,Lithuania,LTU,Northern Europe,Adriatic Sea,Europe,Low,JFC Naples,1994,2007,13,Execution,20207,28,34,193,0.955,11269.09,557682.49,6,Joint UN-NATO,No,Inconclusive,Transitioned,NATO Secret,Low,30.6,Classified
4718,Operation Brilliant Jump 04718,Air Policing,France,FRA,Western Europe,Sahel Region,Africa,High,SHAPE Belgium,1970,1975,5,Drawdown,1916,23,15,59,3.079,3167.04,1652943.63,22,No,Yes,Partially Successful,Active,NATO Restricted,High,67.4,Published
4719,Operation Cobra Gold 04719,Logistics Support,Romania,ROU,Eastern Europe,Indian Ocean,Asia,Low,MARCOM,1975,1984,9,Deployment,53903,0,11,928,1.722,7238.24,134282.69,31,Yes,Yes,Transitioned to UN,Planned,NATO Secret,High,79.3,N/A
4720,Operation Dawn Patrol 04720,Air Policing,Montenegro,MNE,Southern Europe,Somalia,Africa,Medium,ACO Mons,1982,1996,14,Completed,17578,132,6,548,3.118,8506.88,483950.39,16,Joint UN-NATO,Yes,Mission Accomplished,On Hold,Unclassified,Low,57.7,Published
4721,Operation Dynamic Front 04721,Counter-Terrorism,Czech Republic,CZE,Central Europe,Syria,Middle East,High,LANDCOM,2022,2024,2,Transition,10381,131,35,351,3.381,4074.22,392468.93,15,Joint UN-NATO,Yes,Partially Successful,Planned,NATO Restricted,Minimal,64.6,N/A
4722,Operation Southern Watch 04722,Intelligence Gathering,Italy,ITA,Southern Europe,Ukraine Border,Europe,High,JFC Brunssum,2011,2024,13,Completed,48023,164,13,1302,2.711,9628.02,200487.68,28,Yes,No,Withdrawn,Completed,NATO Restricted,Medium,70.0,N/A
4723,Operation Dynamic Manta 04723,Amphibious Exercise,Germany,DEU,Western Europe,Caucasus Region,Asia,High,AIRCOM,1957,1959,2,Completed,59601,14,40,162,0.272,5442.3,91312.23,19,No,No,Mission Accomplished,Completed,Unclassified,Low,52.9,Published
4724,Operation Saber Strike 04724,CBRN Response,Spain,ESP,Western Europe,Kosovo,Europe,Medium,ACO Mons,1979,1980,1,Planning,42112,60,19,1650,3.918,1302.56,30930.85,26,No,Yes,Mission Accomplished,Transitioned,Unclassified,Medium,36.8,Classified
4725,Operation Swift Response 04725,Special Operations,Italy,ITA,Southern Europe,Baltic Sea,Europe,Low,STRIKFORNATO,1956,1969,13,Deployment,9076,62,12,122,1.344,6181.12,681040.11,30,No,Yes,Inconclusive,On Hold,Unclassified,Minimal,54.1,Pending
4726,Operation Hammer Force 04726,Reconnaissance,Czech Republic,CZE,Central Europe,Mediterranean Sea,Europe,Low,JFC Naples,1966,1974,8,Planning,20678,30,23,557,2.694,965.63,46698.42,29,Yes,No,Inconclusive,Planned,NATO Secret,High,39.0,Published
4727,Operation Arctic Patrol 04727,Disaster Relief,Slovakia,SVK,Central Europe,Afghanistan,Asia,High,MARCOM,1975,1979,4,Execution,33493,132,49,348,1.039,8649.0,258233.06,14,No,No,Withdrawn,On Hold,NATO Confidential,Low,21.4,N/A
4728,Operation Loyal Leda 04728,CBRN Response,Poland,POL,Central Europe,Bosnia,Europe,Low,LANDCOM,2009,2013,4,Transition,765,118,19,30,3.922,7460.27,9751986.93,21,Joint UN-NATO,No,Suspended,Concluded,Unclassified,Minimal,37.0,Published
4729,Operation Dynamic Manta 04729,Cyber Defense,Romania,ROU,Eastern Europe,Horn of Africa,Africa,Medium,LANDCOM,1999,2011,12,Drawdown,53934,187,15,1033,1.915,1531.29,28391.92,30,No,No,Inconclusive,Suspended,NATO Restricted,Medium,82.8,N/A
4730,Operation Arctic Patrol 04730,Peacekeeping,Montenegro,MNE,Southern Europe,Aegean Sea,Europe,Low,LANDCOM,1967,1977,10,Transition,73801,43,30,2627,3.56,418.87,5675.67,8,No,No,Successful,Planned,NATO Secret,Medium,71.5,Pending
4731,Operation Cobra Gold 04731,Disaster Relief,Netherlands,NLD,Western Europe,Eastern Europe,Europe,Medium,SHAPE Belgium,1974,1979,5,Deployment,45450,37,23,413,0.909,10850.35,238731.57,23,Yes,No,Inconclusive,Concluded,Unclassified,High,41.0,N/A
4732,Operation Dynamic Manta 04732,Amphibious Exercise,North Macedonia,MKD,Southern Europe,Indian Ocean,Asia,Low,AIRCOM,1956,1974,18,Execution,63292,16,14,316,0.499,6288.1,99350.63,23,Joint UN-NATO,Yes,Partially Successful,Transitioned,NATO Confidential,Medium,75.8,Published
4733,Operation Loyal Leda 04733,Ballistic Missile Defense,North Macedonia,MKD,Southern Europe,Libya,Africa,High,STRIKFORNATO,1965,1981,16,Completed,7969,113,42,189,2.372,11825.82,1483977.91,11,Yes,No,Partially Successful,Concluded,NATO Confidential,Low,29.7,Pending
4734,Operation Dynamic Front 04734,Cyber Defense,Portugal,PRT,Western Europe,Sahel Region,Africa,High,AIRCOM,1949,1969,20,Drawdown,10337,160,37,24,0.232,220.67,21347.59,13,Yes,Yes,Partially Successful,Planned,NATO Restricted,Minimal,75.0,Pending
4735,Operation Ramstein Guard 04735,Maritime Security,Romania,ROU,Eastern Europe,Ukraine Border,Europe,High,AIRCOM,1955,1957,2,Execution,8391,196,26,135,1.609,11847.99,1411987.84,7,No,No,Successful,Concluded,Unclassified,Minimal,69.4,Classified
4736,Operation Neptune Strike 04736,Peacekeeping,Norway,NOR,Northern Europe,Adriatic Sea,Europe,Low,JFC Naples,2000,2015,15,Execution,67244,51,36,392,0.583,2979.84,44313.84,21,No,Yes,Inconclusive,Completed,Unclassified,Low,46.2,Pending
4737,Operation Swift Response 04737,Counter-Terrorism,Estonia,EST,Northern Europe,Somalia,Africa,Medium,MARCOM,2022,2024,2,Deployment,11966,146,4,272,2.273,715.34,59781.05,10,Joint UN-NATO,Yes,Inconclusive,Completed,NATO Restricted,High,65.9,Published
4738,Operation Baltic Eagle 04738,Naval Patrol,Finland,FIN,Northern Europe,Somalia,Africa,Medium,SHAPE Belgium,1961,1978,17,Deployment,30633,44,3,1090,3.558,9282.78,303032.02,5,Yes,Yes,Inconclusive,Transitioned,NATO Secret,Low,33.8,Classified
4739,Operation Joint Warrior 04739,Search and Rescue,Slovenia,SVN,Southern Europe,Red Sea,Middle East,Medium,STRIKFORNATO,1989,1997,8,Transition,25048,22,6,785,3.134,1187.56,47411.37,11,Joint UN-NATO,Yes,Completed,Completed,NATO Restricted,Minimal,40.4,Pending
4740,Operation Desert Falcon 04740,Peacekeeping,Italy,ITA,Southern Europe,North Sea,Europe,Low,MARCOM,1976,1980,4,Execution,35498,171,33,1236,3.482,8935.06,251706.01,27,No,Yes,Suspended,Completed,NATO Secret,High,36.3,Published
4741,Operation Red Arrow 04741,Ballistic Missile Defense,Slovenia,SVN,Southern Europe,Eastern Europe,Europe,Medium,ACO Mons,1970,1972,2,Deployment,24268,164,20,714,2.942,5677.21,233938.11,2,Joint UN-NATO,No,Successful,Concluded,NATO Restricted,Medium,70.2,N/A
4742,Operation Unified Protector 04742,Search and Rescue,Slovenia,SVN,Southern Europe,Mali,Africa,Medium,LANDCOM,2002,2013,11,Deployment,71017,64,42,122,0.172,8272.66,116488.45,12,No,No,Ongoing,Planned,NATO Confidential,Low,66.3,N/A
4743,Operation Pacific Watch 04743,Peacekeeping,Greece,GRC,Southern Europe,Somalia,Africa,Medium,JFC Naples,1958,1962,4,Planning,51566,149,17,474,0.919,4612.39,89446.34,26,No,No,Inconclusive,Transitioned,NATO Confidential,Medium,78.3,Classified
4744,Operation Arctic Fox 04744,Air Policing,Latvia,LVA,Northern Europe,Eastern Europe,Europe,Medium,LANDCOM,1972,1977,5,Execution,4476,62,28,35,0.782,11089.83,2477620.64,2,Joint UN-NATO,Yes,Completed,Transitioned,NATO Confidential,Medium,82.5,Published
4745,Operation Iron Spear 04745,Air Policing,Slovenia,SVN,Southern Europe,Caucasus Region,Asia,High,AIRCOM,1982,1994,12,Drawdown,12243,149,33,59,0.482,3486.88,284806.01,31,No,No,Suspended,Completed,NATO Confidential,Low,59.1,Pending
4746,Operation Unified Protector 04746,Counter-Terrorism,Spain,ESP,Western Europe,Kosovo,Europe,Medium,AIRCOM,1967,1968,1,Planning,38417,35,24,1496,3.894,5338.41,138959.58,24,No,No,Withdrawn,Completed,NATO Confidential,High,45.1,N/A
4747,Operation Iron Resolve 04747,Reconnaissance,North Macedonia,MKD,Southern Europe,Aegean Sea,Europe,Low,LANDCOM,2009,2024,15,Execution,74380,161,34,1503,2.021,3218.29,43268.22,5,Yes,No,Successful,Completed,NATO Restricted,Minimal,74.7,Pending
4748,Operation Unified Protector 04748,Cyber Defense,Portugal,PRT,Western Europe,Black Sea,Europe,Medium,LANDCOM,1969,1981,12,Deployment,42831,53,35,1531,3.575,7594.87,177321.8,5,No,No,Transitioned to UN,Suspended,NATO Confidential,Minimal,37.8,Pending
4749,Operation Cobra Gold 04749,Reconnaissance,Latvia,LVA,Northern Europe,Red Sea,Middle East,Medium,LANDCOM,1949,1952,3,Transition,9460,24,26,113,1.195,4913.23,519368.92,9,No,No,Mission Accomplished,Planned,Unclassified,Minimal,48.7,Classified
4750,Operation Dawn Patrol 04750,Special Operations,Montenegro,MNE,Southern Europe,Ukraine Border,Europe,High,MARCOM,2000,2012,12,Drawdown,15186,47,4,606,3.991,1972.88,129914.39,7,No,Yes,Inconclusive,Concluded,NATO Restricted,Medium,45.6,Classified
4751,Operation Red Arrow 04751,Humanitarian Aid,Türkiye,TUR,Southern Europe,Iraq,Middle East,High,LANDCOM,1967,1986,19,Planning,22028,86,5,200,0.908,3372.92,153119.67,26,Yes,No,Withdrawn,Active,NATO Secret,Low,75.4,Classified
4752,Operation Southern Watch 04752,Search and Rescue,Portugal,PRT,Western Europe,Ukraine Border,Europe,High,SHAPE Belgium,1960,1973,13,Completed,59664,115,40,2324,3.895,10547.97,176789.52,29,Joint UN-NATO,Yes,Partially Successful,Completed,NATO Confidential,Minimal,31.6,Published
4753,Operation Northern Guard 04753,Naval Patrol,Montenegro,MNE,Southern Europe,Barents Sea,Arctic,Medium,SHAPE Belgium,2005,2009,4,Completed,45026,68,5,3,0.007,4195.13,93171.28,27,No,Yes,Completed,Suspended,NATO Confidential,Medium,25.6,N/A
4754,Operation Sea Guardian 04754,Special Operations,Portugal,PRT,Western Europe,Syria,Middle East,High,AIRCOM,2020,2024,4,Execution,51042,105,9,0,0.0,3202.41,62740.68,24,Yes,Yes,Partially Successful,Suspended,NATO Restricted,Medium,43.5,Pending
4755,Operation Eagle Eye 04755,Cyber Defense,Iceland,ISL,Northern Europe,Barents Sea,Arctic,Medium,LANDCOM,1951,1960,9,Drawdown,60781,51,25,989,1.627,3008.7,49500.67,2,No,No,Suspended,On Hold,NATO Restricted,Low,76.8,Published
4756,Operation Dynamic Front 04756,Peacekeeping,Türkiye,TUR,Southern Europe,Bosnia,Europe,Low,JFC Naples,1963,1973,10,Completed,51827,123,20,1752,3.38,11797.79,227637.91,12,Yes,Yes,Completed,Concluded,Unclassified,Medium,78.3,Pending
4757,Operation Steadfast Defender 04757,Cyber Defense,Latvia,LVA,Northern Europe,Ukraine Border,Europe,High,AIRCOM,2015,2016,1,Drawdown,11234,168,20,232,2.065,671.5,59773.9,23,Yes,Yes,Partially Successful,Concluded,NATO Secret,High,91.6,Classified
4758,Operation Cobra Gold 04758,Special Operations,Spain,ESP,Western Europe,Afghanistan,Asia,High,SHAPE Belgium,1966,1970,4,Planning,12538,125,32,252,2.01,4681.95,373420.8,28,No,Yes,Partially Successful,Planned,NATO Restricted,Low,42.4,Pending
4759,Operation Steadfast Defender 04759,Humanitarian Aid,Slovakia,SVK,Central Europe,Caucasus Region,Asia,High,AIRCOM,1970,1976,6,Planning,73400,93,36,2211,3.012,8490.06,115668.39,15,No,No,Completed,Planned,NATO Secret,Minimal,24.3,Pending
4760,Operation Thunder Wolf 04760,Reconnaissance,Romania,ROU,Eastern Europe,Afghanistan,Asia,High,STRIKFORNATO,1986,1991,5,Transition,26283,82,15,307,1.168,4501.82,171282.58,22,Joint UN-NATO,No,Suspended,Transitioned,NATO Confidential,Medium,38.9,Pending
4761,Operation Steadfast Jazz 04761,Logistics Support,Croatia,HRV,Southern Europe,Lebanon,Middle East,Medium,JFC Brunssum,2003,2005,2,Planning,39077,136,15,255,0.653,6046.64,154736.55,10,Joint UN-NATO,No,Partially Successful,Concluded,NATO Secret,High,78.9,Classified
4762,Operation Active Endeavour 04762,Maritime Security,Albania,ALB,Southern Europe,Syria,Middle East,High,MARCOM,2014,2020,6,Completed,24324,35,18,724,2.976,7701.59,316625.14,5,Yes,No,Suspended,Suspended,NATO Confidential,Low,77.4,Published
4763,Operation Thunder Wolf 04763,Special Operations,Bulgaria,BGR,Eastern Europe,Aegean Sea,Europe,Low,AIRCOM,2002,2007,5,Drawdown,40731,25,17,1399,3.435,5053.14,124061.28,12,Joint UN-NATO,Yes,Inconclusive,On Hold,NATO Confidential,Minimal,59.3,N/A
4764,Operation Silver Lance 04764,Training Exercise,Romania,ROU,Eastern Europe,Mediterranean Sea,Europe,Low,SHAPE Belgium,1978,1990,12,Execution,53586,9,50,693,1.293,10508.88,196112.42,30,Yes,Yes,Suspended,Completed,NATO Restricted,High,49.2,Classified
4765,Operation Arctic Fox 04765,Logistics Support,Portugal,PRT,Western Europe,Western Balkans,Europe,Low,JFC Naples,2006,2023,17,Deployment,21351,158,5,8,0.037,2026.63,94919.68,26,No,Yes,Transitioned to UN,On Hold,NATO Restricted,High,84.8,N/A
4766,Operation Trident Juncture 04766,Combat,Germany,DEU,Western Europe,North Sea,Europe,Low,JFC Brunssum,2015,2024,9,Deployment,1719,148,29,43,2.501,3111.31,1809953.46,23,Yes,No,Mission Accomplished,Concluded,NATO Restricted,Minimal,35.7,Classified
4767,Operation Iron Spear 04767,CBRN Response,Romania,ROU,Eastern Europe,Indian Ocean,Asia,Low,MARCOM,1988,1989,1,Completed,35689,145,47,1296,3.631,7463.94,209138.39,22,Joint UN-NATO,No,Mission Accomplished,Completed,NATO Confidential,Minimal,79.5,Pending
4768,Operation Ocean Shield 04768,Search and Rescue,Albania,ALB,Southern Europe,Baltic Sea,Europe,Low,LANDCOM,2006,2018,12,Transition,58616,20,30,2131,3.636,76.77,1309.71,8,Yes,No,Transitioned to UN,Active,NATO Restricted,Low,30.0,Published
4769,Operation Active Endeavour 04769,Air Policing,United States,USA,North America,North Sea,Europe,Low,SHAPE Belgium,1987,1991,4,Execution,13333,130,39,406,3.045,4318.71,323911.35,2,Joint UN-NATO,Yes,Successful,Suspended,Unclassified,Medium,28.5,Classified
4770,Operation Dawn Patrol 04770,Amphibious Exercise,Croatia,HRV,Southern Europe,Mali,Africa,Medium,SHAPE Belgium,1970,1989,19,Deployment,65375,104,8,1437,2.198,8477.93,129681.53,9,No,Yes,Suspended,On Hold,NATO Secret,Low,74.4,Classified
4771,Operation Unified Protector 04771,Intelligence Gathering,Bulgaria,BGR,Eastern Europe,Western Balkans,Europe,Low,MARCOM,1989,1990,1,Planning,53792,36,25,249,0.463,9945.84,184894.41,29,Yes,Yes,Ongoing,On Hold,NATO Restricted,High,59.3,Published
4772,Operation Joint Warrior 04772,Training Exercise,Slovenia,SVN,Southern Europe,Adriatic Sea,Europe,Low,AIRCOM,2021,2024,3,Execution,71131,160,27,356,0.5,2411.46,33901.67,24,Joint UN-NATO,Yes,Ongoing,Transitioned,NATO Restricted,Minimal,75.6,N/A
4773,Operation Loyal Leda 04773,Cyber Defense,United Kingdom,GBR,Western Europe,Red Sea,Middle East,Medium,LANDCOM,1952,1957,5,Deployment,57706,138,45,418,0.724,965.09,16724.26,30,Joint UN-NATO,No,Successful,Planned,NATO Restricted,Medium,30.5,N/A
4774,Operation Aurora Borealis 04774,Naval Patrol,Estonia,EST,Northern Europe,Somalia,Africa,Medium,SHAPE Belgium,2009,2015,6,Planning,58211,20,24,280,0.481,7945.55,136495.68,2,Joint UN-NATO,Yes,Inconclusive,Completed,NATO Secret,Minimal,89.6,Published
4775,Operation Sea Guardian 04775,Naval Patrol,Estonia,EST,Northern Europe,Aegean Sea,Europe,Low,STRIKFORNATO,1952,1954,2,Deployment,62535,152,23,194,0.31,7915.94,126584.15,29,Joint UN-NATO,Yes,Inconclusive,Suspended,NATO Confidential,High,84.1,Classified
4776,Operation Viking 04776,Amphibious Exercise,Poland,POL,Central Europe,Kosovo,Europe,Medium,MARCOM,2007,2024,17,Execution,57424,93,22,796,1.386,3068.33,53432.89,22,Yes,No,Partially Successful,Suspended,Unclassified,Low,87.6,N/A
4777,Operation Loyal Leda 04777,Intelligence Gathering,Latvia,LVA,Northern Europe,Baltic Sea,Europe,Low,LANDCOM,2017,2024,7,Planning,37788,72,34,799,2.114,3858.48,102108.61,6,Yes,No,Withdrawn,On Hold,NATO Restricted,Medium,59.6,Classified
4778,Operation Cold Response 04778,Training Exercise,Finland,FIN,Northern Europe,Aegean Sea,Europe,Low,ACO Mons,1957,1975,18,Drawdown,26477,137,29,775,2.927,8613.87,325334.06,21,Joint UN-NATO,Yes,Completed,Suspended,NATO Confidential,High,24.3,Pending
4779,Operation Pacific Watch 04779,Maritime Security,Norway,NOR,Northern Europe,Barents Sea,Arctic,Medium,MARCOM,1952,1963,11,Drawdown,48451,105,16,1498,3.092,10977.12,226561.27,9,Yes,Yes,Partially Successful,On Hold,Unclassified,Low,58.7,Classified
4780,Operation Northern Guard 04780,Air Policing,Slovenia,SVN,Southern Europe,Kosovo,Europe,Medium,JFC Brunssum,1965,1966,1,Transition,5621,121,14,164,2.918,1797.2,319729.59,26,Yes,Yes,Suspended,On Hold,NATO Secret,Medium,84.1,N/A
4781,Operation Northern Guard 04781,Disaster Relief,Slovenia,SVN,Southern Europe,North Sea,Europe,Low,STRIKFORNATO,1956,1964,8,Deployment,21247,2,38,563,2.65,9564.02,450135.08,16,Joint UN-NATO,Yes,Transitioned to UN,Planned,NATO Confidential,Low,60.6,Pending
4782,Operation Iron Resolve 04782,Naval Patrol,Bulgaria,BGR,Eastern Europe,Mediterranean Sea,Europe,Low,AIRCOM,1974,1986,12,Planning,62619,78,1,745,1.19,6742.19,107670.04,10,Joint UN-NATO,Yes,Mission Accomplished,On Hold,NATO Restricted,Minimal,40.1,N/A
4783,Operation Baltic Eagle 04783,Reconnaissance,Albania,ALB,Southern Europe,Arctic Region,Arctic,Medium,MARCOM,1997,2006,9,Drawdown,49871,136,25,524,1.051,10376.81,208073.03,30,Joint UN-NATO,Yes,Withdrawn,Concluded,NATO Confidential,Low,29.0,N/A
4784,Operation Iron Resolve 04784,Combat,Iceland,ISL,Northern Europe,North Atlantic,Atlantic,Low,MARCOM,1982,1994,12,Transition,6367,9,19,239,3.754,7735.0,1214857.86,6,No,Yes,Suspended,Completed,NATO Secret,Minimal,22.9,N/A
4785,Operation Trident Juncture 04785,Intelligence Gathering,Italy,ITA,Southern Europe,Indian Ocean,Asia,Low,JFC Brunssum,1990,1994,4,Planning,64661,112,11,591,0.914,7384.41,114201.91,15,No,No,Successful,On Hold,NATO Secret,Low,83.3,Pending
4786,Operation Thunder Wolf 04786,Reconnaissance,Bulgaria,BGR,Eastern Europe,Baltic Sea,Europe,Low,AIRCOM,2001,2010,9,Execution,67548,188,26,320,0.474,4210.46,62332.86,22,No,No,Completed,Transitioned,NATO Secret,Minimal,56.7,Classified
4787,Operation Cold Response 04787,Air Policing,Lithuania,LTU,Northern Europe,North Sea,Europe,Low,JFC Brunssum,1953,1973,20,Drawdown,30971,49,20,665,2.147,2291.78,73997.61,15,No,Yes,Mission Accomplished,Transitioned,NATO Secret,Low,75.0,Pending
4788,Operation Adriatic Strike 04788,Naval Patrol,United Kingdom,GBR,Western Europe,Arctic Region,Arctic,Medium,ACO Mons,1976,1978,2,Completed,73471,87,6,2894,3.939,6324.21,86077.64,20,No,Yes,Mission Accomplished,On Hold,NATO Confidential,Minimal,53.6,Published
4789,Operation Thunder Wolf 04789,Naval Patrol,Iceland,ISL,Northern Europe,Somalia,Africa,Medium,SHAPE Belgium,1976,1985,9,Deployment,60755,20,11,1055,1.736,200.52,3300.47,14,No,No,Suspended,Concluded,NATO Restricted,Minimal,52.8,Classified
4790,Operation Allied Shield 04790,Special Operations,Poland,POL,Central Europe,Libya,Africa,High,ACO Mons,1983,1984,1,Planning,7479,82,10,173,2.313,11630.45,1555080.89,27,Joint UN-NATO,No,Inconclusive,Suspended,NATO Restricted,Medium,34.7,Classified
4791,Operation Allied Shield 04791,Humanitarian Aid,Norway,NOR,Northern Europe,Black Sea,Europe,Medium,ACO Mons,2023,2024,1,Completed,39850,123,7,577,1.448,7014.92,176033.12,32,Yes,No,Mission Accomplished,Planned,NATO Restricted,Minimal,25.3,Pending
4792,Operation Steel Horizon 04792,Counter-Terrorism,Czech Republic,CZE,Central Europe,Baltic Sea,Europe,Low,ACO Mons,1954,1959,5,Drawdown,27409,166,7,855,3.119,5554.74,202661.17,32,Yes,No,Inconclusive,Completed,NATO Confidential,High,44.4,N/A
4793,Operation Trident Juncture 04793,Humanitarian Aid,Greece,GRC,Southern Europe,Eastern Europe,Europe,Medium,LANDCOM,2004,2005,1,Completed,26805,35,16,292,1.089,7996.61,298325.31,17,No,No,Completed,On Hold,NATO Confidential,Low,64.3,Classified
