Record_ID,Country,ISO_Code,Join_Year,Founding_Member,Nuclear_Sharing,Region,Capital,Equipment_Type,Equipment_Category,Domain,Notable_Models,Units_Count,Operational_Status,Condition,Year_Acquired,Equipment_Age_Years,Unit_Cost_M_USD,Total_Value_M_USD,Country_of_Origin,NATO_Standardized,Interoperable,Last_Maintenance_Year,Next_Upgrade_Due,Combat_Ready_Pct
2791,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Submarine (SSK),Naval,Sea,Type 212 / Gotland,776,Decommissioning,Excellent,1977,47,285.75,221742.0,Domestic,Partial,No,2019,2035,85.2
2792,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1608,Reserve,Fair,1993,31,177.74,285805.92,Turkey,Yes,No,2000,2024,74.3
2793,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1597,Upgrading,Excellent,1953,71,335.99,536576.03,Israel,Partial,Yes,1996,2027,98.9
2794,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,904,On Order,Good,1998,26,182.94,165377.76,UK,No,No,2010,2033,67.7
2795,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,189,In Maintenance,Good,2015,9,38.54,7284.06,Israel,Partial,No,2020,2031,59.9
2796,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1624,Operational,Needs Repair,1996,28,118.65,192687.6,Multi-National,Yes,No,2020,2026,65.0
2797,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,765,Decommissioning,End-of-Life,1974,50,106.34,81350.1,Germany,Partial,No,2012,2035,75.3
2798,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,893,Operational,End-of-Life,2001,23,170.04,151845.72,USA,Partial,No,2011,2032,73.3
2799,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,223,In Maintenance,Needs Repair,1987,37,287.92,64206.16,France,No,No,2003,2029,46.3
2800,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,1644,Decommissioning,Good,1999,25,54.86,90189.84,Turkey,Partial,Yes,2004,2026,79.2
2801,Norway,NOR,1949,Yes,No,Northern Europe,Oslo,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,1832,Decommissioning,Fair,1976,48,395.69,724904.08,UK,Yes,Yes,2019,2026,45.1
2802,Poland,POL,1999,No,No,Central Europe,Warsaw,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,1243,On Order,Good,2010,14,362.14,450140.02,Germany,Partial,Yes,2014,2033,62.9
2803,Poland,POL,1999,No,No,Central Europe,Warsaw,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,448,Upgrading,Needs Repair,2013,11,36.26,16244.48,Italy,No,No,2022,2025,88.5
2804,Poland,POL,1999,No,No,Central Europe,Warsaw,Strategic Bomber,Air Force,Air,B-52 / B-2 Spirit,63,Reserve,Excellent,2018,6,137.93,8689.59,Germany,Partial,No,2020,2027,73.5
2805,Poland,POL,1999,No,No,Central Europe,Warsaw,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,1084,Decommissioning,Needs Repair,2003,21,169.99,184269.16,Israel,Partial,No,2006,2027,80.4
2806,Poland,POL,1999,No,No,Central Europe,Warsaw,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,794,Decommissioning,End-of-Life,2014,10,121.66,96598.04,Israel,Partial,No,2023,2024,71.1
2807,Poland,POL,1999,No,No,Central Europe,Warsaw,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,982,Decommissioning,Excellent,2015,9,191.03,187591.46,UK,Yes,Yes,2020,2033,42.3
2808,Poland,POL,1999,No,No,Central Europe,Warsaw,Ammunition Supply Vehicle,Logistics,Support,PLS / DROPS,1486,Operational,Fair,2018,6,128.74,191307.64,UK,No,No,2020,2026,67.4
2809,Poland,POL,1999,No,No,Central Europe,Warsaw,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,284,Reserve,Good,2010,14,135.42,38459.28,Turkey,Partial,No,2011,2024,76.0
2810,Poland,POL,1999,No,No,Central Europe,Warsaw,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,519,In Maintenance,End-of-Life,2013,11,372.33,193239.27,Turkey,No,Yes,2020,2029,98.7
2811,Poland,POL,1999,No,No,Central Europe,Warsaw,Transport Helicopter,Aviation,Air,CH-47 Chinook / NH90,1788,Operational,Fair,2018,6,110.94,198360.72,Israel,Yes,Yes,2021,2032,50.1
2812,Poland,POL,1999,No,No,Central Europe,Warsaw,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,1928,Upgrading,End-of-Life,1999,25,103.16,198892.48,USA,Partial,Yes,2016,2034,78.7
2813,Poland,POL,1999,No,No,Central Europe,Warsaw,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,1097,Operational,Needs Repair,2014,10,216.4,237390.8,Italy,Yes,Yes,2017,2033,79.2
2814,Poland,POL,1999,No,No,Central Europe,Warsaw,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,1280,Decommissioning,Good,2005,19,377.2,482816.0,Italy,No,No,2024,2031,81.4
2815,Poland,POL,1999,No,No,Central Europe,Warsaw,Maritime Helicopter,Aviation,Air,AW159 / MH-60R,625,Upgrading,Good,2023,1,304.59,190368.75,USA,No,No,2023,2032,64.2
2816,Poland,POL,1999,No,No,Central Europe,Warsaw,Destroyer,Naval,Sea,Arleigh Burke / Type 45,834,Decommissioning,Needs Repair,2022,2,198.12,165232.08,USA,No,Yes,2022,2032,63.5
2817,Poland,POL,1999,No,No,Central Europe,Warsaw,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1622,Operational,Good,2016,8,54.16,87847.52,Germany,Partial,No,2018,2028,81.0
2818,Poland,POL,1999,No,No,Central Europe,Warsaw,Destroyer,Naval,Sea,Arleigh Burke / Type 45,1261,Operational,End-of-Life,2015,9,189.91,239476.51,UK,No,No,2020,2028,74.0
2819,Poland,POL,1999,No,No,Central Europe,Warsaw,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,64,Upgrading,Fair,2023,1,141.1,9030.4,UK,Yes,No,2024,2028,46.2
2820,Poland,POL,1999,No,No,Central Europe,Warsaw,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,225,In Maintenance,Excellent,2019,5,209.55,47148.75,Multi-National,Partial,Yes,2019,2035,50.6
2821,Poland,POL,1999,No,No,Central Europe,Warsaw,Electronic Warfare System,Electronics,Land,JAMMER / Krasukha,1089,Reserve,End-of-Life,2018,6,112.66,122686.74,Germany,Partial,Yes,2018,2034,75.3
2822,Poland,POL,1999,No,No,Central Europe,Warsaw,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,729,Reserve,Excellent,2006,18,386.39,281678.31,UK,Partial,No,2018,2032,65.5
2823,Poland,POL,1999,No,No,Central Europe,Warsaw,Radar System,Electronics,Land,AN/TPY-2 / AN/MPQ-65,859,Operational,End-of-Life,2018,6,18.22,15650.98,Germany,Yes,Yes,2018,2029,48.0
2824,Poland,POL,1999,No,No,Central Europe,Warsaw,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,31,Operational,Fair,2007,17,401.61,12449.91,Turkey,No,No,2011,2031,65.3
2825,Poland,POL,1999,No,No,Central Europe,Warsaw,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,856,In Maintenance,Needs Repair,2001,23,293.42,251167.52,Turkey,Partial,Yes,2008,2027,54.3
2826,Poland,POL,1999,No,No,Central Europe,Warsaw,Logistics Truck (Heavy),Logistics,Support,HEMTT / MAN HX,675,Decommissioning,Fair,2012,12,422.42,285133.5,Germany,Yes,Yes,2020,2028,55.4
2827,Poland,POL,1999,No,No,Central Europe,Warsaw,Light Tank,Armored,Land,CV90105 / AMX-10RC,918,Operational,Needs Repair,2011,13,433.44,397897.92,Germany,Partial,No,2011,2035,64.8
2828,Poland,POL,1999,No,No,Central Europe,Warsaw,Light Tank,Armored,Land,CV90105 / AMX-10RC,135,Decommissioning,Fair,1999,25,96.61,13042.35,USA,Partial,No,2006,2034,50.8
2829,Poland,POL,1999,No,No,Central Europe,Warsaw,Light Tank,Armored,Land,CV90105 / AMX-10RC,837,In Maintenance,Fair,2010,14,371.96,311330.52,Israel,No,No,2014,2030,84.8
2830,Poland,POL,1999,No,No,Central Europe,Warsaw,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,1677,In Maintenance,End-of-Life,2020,4,360.19,604038.63,UK,Partial,No,2023,2034,50.4
2831,Poland,POL,1999,No,No,Central Europe,Warsaw,Infantry Fighting Vehicle,Armored,Land,Bradley / Puma / AS-21,535,Operational,End-of-Life,2008,16,303.85,162559.75,Multi-National,Partial,Yes,2024,2033,46.9
2832,Poland,POL,1999,No,No,Central Europe,Warsaw,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1393,In Maintenance,Fair,2005,19,372.4,518753.2,UK,Yes,No,2018,2026,89.7
2833,Poland,POL,1999,No,No,Central Europe,Warsaw,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1093,On Order,Excellent,2020,4,388.64,424783.52,Turkey,Partial,Yes,2021,2032,57.0
2834,Poland,POL,1999,No,No,Central Europe,Warsaw,Submarine (SSN),Naval,Sea,Virginia-class / Astute-class,1459,Operational,Good,2013,11,357.89,522161.51,UK,Yes,No,2023,2028,77.0
2835,Poland,POL,1999,No,No,Central Europe,Warsaw,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1782,Reserve,End-of-Life,2022,2,143.12,255039.84,Germany,Partial,No,2022,2029,80.2
2836,Poland,POL,1999,No,No,Central Europe,Warsaw,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,647,On Order,Fair,2023,1,121.61,78681.67,USA,Yes,Yes,2024,2033,41.4
2837,Poland,POL,1999,No,No,Central Europe,Warsaw,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,1286,Operational,End-of-Life,2019,5,194.13,249651.18,Italy,Partial,No,2020,2034,66.3
2838,Poland,POL,1999,No,No,Central Europe,Warsaw,Medium-Range SAM,Air Defense,Land,Patriot / NASAMS / SAMP/T,674,In Maintenance,Excellent,2006,18,355.91,239883.34,Italy,Partial,No,2018,2028,53.7
2839,Poland,POL,1999,No,No,Central Europe,Warsaw,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1604,In Maintenance,End-of-Life,2007,17,122.52,196522.08,Domestic,Partial,No,2015,2034,41.0
2840,Poland,POL,1999,No,No,Central Europe,Warsaw,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1198,On Order,Good,2004,20,350.94,420426.12,USA,Partial,No,2005,2031,73.6
2841,Poland,POL,1999,No,No,Central Europe,Warsaw,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,499,Reserve,Good,1999,25,396.29,197748.71,Domestic,Yes,Yes,2023,2028,78.0
2842,Poland,POL,1999,No,No,Central Europe,Warsaw,NBC Detection Vehicle,CBRN,Land,Fox / TPz Fuchs,1565,In Maintenance,End-of-Life,2019,5,94.52,147923.8,Germany,No,Yes,2019,2029,80.8
2843,Poland,POL,1999,No,No,Central Europe,Warsaw,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,755,On Order,Needs Repair,2021,3,156.11,117863.05,Germany,Partial,No,2024,2029,63.0
2844,Poland,POL,1999,No,No,Central Europe,Warsaw,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,708,Decommissioning,Good,2022,2,415.89,294450.12,France,Partial,Yes,2024,2033,86.3
2845,Poland,POL,1999,No,No,Central Europe,Warsaw,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,427,On Order,Fair,2001,23,13.75,5871.25,USA,Partial,No,2015,2032,66.3
2846,Poland,POL,1999,No,No,Central Europe,Warsaw,UAV / Drone,Air Force,Air,MQ-9 Reaper / Bayraktar TB2,1888,Decommissioning,Excellent,2004,20,353.45,667313.6,Italy,No,Yes,2020,2027,76.2
2847,Poland,POL,1999,No,No,Central Europe,Warsaw,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,408,Operational,End-of-Life,1999,25,307.11,125300.88,Multi-National,No,No,2019,2034,75.3
2848,Poland,POL,1999,No,No,Central Europe,Warsaw,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,1572,Upgrading,Excellent,2020,4,235.42,370080.24,Turkey,No,No,2023,2026,80.1
2849,Poland,POL,1999,No,No,Central Europe,Warsaw,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,1392,Upgrading,Excellent,2022,2,170.05,236709.6,France,Yes,No,2022,2032,88.4
2850,Poland,POL,1999,No,No,Central Europe,Warsaw,AWACS Aircraft,Air Force,Air,E-3 Sentry / E-7A,1041,Upgrading,Fair,2013,11,160.83,167424.03,Domestic,Partial,Yes,2023,2026,42.1
2851,Poland,POL,1999,No,No,Central Europe,Warsaw,Submarine (SSK),Naval,Sea,Type 212 / Gotland,1816,Operational,Fair,2020,4,407.86,740673.76,Israel,Partial,Yes,2023,2028,52.5
2852,Poland,POL,1999,No,No,Central Europe,Warsaw,Submarine (SSK),Naval,Sea,Type 212 / Gotland,44,Reserve,End-of-Life,2019,5,179.81,7911.64,UK,No,No,2020,2033,50.0
2853,Poland,POL,1999,No,No,Central Europe,Warsaw,Submarine (SSK),Naval,Sea,Type 212 / Gotland,307,Reserve,Fair,2008,16,283.29,86970.03,Domestic,Partial,No,2015,2034,46.1
2854,Poland,POL,1999,No,No,Central Europe,Warsaw,Mortar System,Artillery,Land,M120 / AMOS,167,On Order,Excellent,2016,8,293.9,49081.3,USA,Yes,Yes,2016,2027,85.4
2855,Poland,POL,1999,No,No,Central Europe,Warsaw,Mortar System,Artillery,Land,M120 / AMOS,1002,On Order,Excellent,2004,20,274.89,275439.78,Israel,Partial,No,2008,2030,44.9
2856,Poland,POL,1999,No,No,Central Europe,Warsaw,Mortar System,Artillery,Land,M120 / AMOS,1309,Upgrading,Needs Repair,2023,1,441.88,578420.92,UK,No,Yes,2023,2031,81.6
2857,Poland,POL,1999,No,No,Central Europe,Warsaw,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,711,Upgrading,Fair,2004,20,199.61,141922.71,Germany,Partial,Yes,2021,2027,46.4
2858,Poland,POL,1999,No,No,Central Europe,Warsaw,Multirole Aircraft,Air Force,Air,F-35 / Rafale / F/A-18,1404,Operational,Excellent,2023,1,338.13,474734.52,USA,Partial,No,2023,2034,91.9
2859,Poland,POL,1999,No,No,Central Europe,Warsaw,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,367,Decommissioning,Excellent,2001,23,149.07,54708.69,Domestic,No,No,2003,2035,63.0
2860,Poland,POL,1999,No,No,Central Europe,Warsaw,Armored Personnel Carrier,Armored,Land,M113 / Boxer / BTR-80,775,In Maintenance,Excellent,2021,3,313.23,242753.25,Multi-National,No,Yes,2023,2026,73.3
2861,Poland,POL,1999,No,No,Central Europe,Warsaw,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,483,In Maintenance,Good,2002,22,179.32,86611.56,Germany,No,No,2010,2028,68.4
2862,Poland,POL,1999,No,No,Central Europe,Warsaw,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,80,Upgrading,Excellent,2011,13,22.19,1775.2,Israel,No,Yes,2018,2031,71.6
2863,Poland,POL,1999,No,No,Central Europe,Warsaw,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1815,Reserve,Excellent,2018,6,74.45,135126.75,Multi-National,Yes,Yes,2018,2031,49.6
2864,Poland,POL,1999,No,No,Central Europe,Warsaw,Long-Range SAM,Air Defense,Land,Patriot PAC-3 / S-400,1247,Reserve,Needs Repair,1999,25,226.95,283006.65,Multi-National,Partial,Yes,2022,2025,79.3
2865,Poland,POL,1999,No,No,Central Europe,Warsaw,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,126,Upgrading,Fair,2022,2,155.51,19594.26,Turkey,Partial,No,2024,2029,72.3
2866,Poland,POL,1999,No,No,Central Europe,Warsaw,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,760,Upgrading,End-of-Life,2013,11,340.48,258764.8,Domestic,Yes,Yes,2019,2034,67.6
2867,Poland,POL,1999,No,No,Central Europe,Warsaw,Sniper Rifle System,Small Arms,Land,Barrett M82 / Accuracy Int.,1493,On Order,Fair,2009,15,285.14,425714.02,Turkey,Partial,Yes,2009,2033,85.6
2868,Poland,POL,1999,No,No,Central Europe,Warsaw,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,1269,In Maintenance,Needs Repair,2017,7,377.35,478857.15,Multi-National,No,No,2022,2026,53.0
2869,Poland,POL,1999,No,No,Central Europe,Warsaw,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,90,Reserve,Good,2016,8,2.5,225.0,France,No,Yes,2016,2028,76.7
2870,Poland,POL,1999,No,No,Central Europe,Warsaw,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,1117,Upgrading,Excellent,2004,20,12.21,13638.57,Domestic,Yes,Yes,2016,2031,60.9
2871,Poland,POL,1999,No,No,Central Europe,Warsaw,Towed Howitzer,Artillery,Land,M777 / FH70 / D-30,538,On Order,End-of-Life,2013,11,156.57,84234.66,Israel,No,Yes,2019,2027,71.7
2872,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,167,In Maintenance,Good,2002,22,212.26,35447.42,Domestic,Yes,No,2018,2026,45.4
2873,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,1643,In Maintenance,Good,2004,20,441.84,725943.12,Domestic,Partial,Yes,2012,2032,95.9
2874,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Aircraft Gun,Air Defense,Land,Oerlikon 35mm / ZU-23,1728,Operational,End-of-Life,2019,5,445.07,769080.96,Multi-National,Partial,No,2024,2025,46.4
2875,Poland,POL,1999,No,No,Central Europe,Warsaw,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,1030,On Order,Good,1999,25,136.51,140605.3,Domestic,No,No,2020,2031,95.3
2876,Poland,POL,1999,No,No,Central Europe,Warsaw,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,261,Upgrading,Excellent,2001,23,45.42,11854.62,Israel,Partial,Yes,2001,2033,71.8
2877,Poland,POL,1999,No,No,Central Europe,Warsaw,Combat Engineer Vehicle,Engineering,Land,M9 ACE / Leopard 2 AEV,196,Upgrading,Needs Repair,2020,4,392.5,76930.0,France,No,Yes,2020,2029,49.1
2878,Poland,POL,1999,No,No,Central Europe,Warsaw,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,993,Upgrading,Excellent,2005,19,372.74,370130.82,USA,Yes,No,2005,2030,72.0
2879,Poland,POL,1999,No,No,Central Europe,Warsaw,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1079,Upgrading,Fair,2019,5,195.2,210620.8,USA,No,No,2020,2029,92.4
2880,Poland,POL,1999,No,No,Central Europe,Warsaw,Fighter Jet,Air Force,Air,F-16 / Gripen / Typhoon,1722,Decommissioning,Fair,2008,16,192.77,331949.94,France,Partial,No,2017,2026,60.5
2881,Poland,POL,1999,No,No,Central Europe,Warsaw,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,942,Decommissioning,End-of-Life,2013,11,416.46,392305.32,Turkey,Partial,No,2016,2034,89.7
2882,Poland,POL,1999,No,No,Central Europe,Warsaw,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,767,Upgrading,Excellent,2001,23,174.92,134163.64,France,Partial,Yes,2022,2034,54.9
2883,Poland,POL,1999,No,No,Central Europe,Warsaw,Ground Attack Aircraft,Air Force,Air,A-10 / Tornado IDS,985,Operational,Fair,2022,2,373.01,367414.85,Domestic,Partial,No,2024,2034,97.9
2884,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,902,Operational,Fair,2024,0,290.92,262409.84,USA,Partial,No,2024,2026,53.4
2885,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1334,Upgrading,Good,2008,16,219.71,293093.14,Italy,Partial,No,2010,2035,45.5
2886,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1309,On Order,Fair,2019,5,274.08,358770.72,France,Yes,No,2019,2030,47.5
2887,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Drone System,Air Defense,Land,DroneShield / AUDS / Skyfend,1551,On Order,Excellent,2020,4,367.44,569899.44,Israel,Yes,Yes,2022,2035,81.7
2888,Poland,POL,1999,No,No,Central Europe,Warsaw,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,816,In Maintenance,Excellent,2000,24,297.91,243094.56,Multi-National,Yes,No,2002,2034,71.3
2889,Poland,POL,1999,No,No,Central Europe,Warsaw,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,540,Decommissioning,Good,2005,19,123.71,66803.4,Israel,Yes,No,2018,2032,43.7
2890,Poland,POL,1999,No,No,Central Europe,Warsaw,Logistics Support Vessel,Naval,Sea,Supply / Berlin-class,1912,Decommissioning,Good,2015,9,224.7,429626.4,UK,No,Yes,2019,2035,55.6
2891,Poland,POL,1999,No,No,Central Europe,Warsaw,Satellite Terminal,Communications,Digital,SATCOM / JTRS,871,Operational,End-of-Life,2013,11,174.74,152198.54,Turkey,Partial,No,2016,2024,77.0
2892,Poland,POL,1999,No,No,Central Europe,Warsaw,Satellite Terminal,Communications,Digital,SATCOM / JTRS,587,Decommissioning,Good,2014,10,135.99,79826.13,Germany,No,Yes,2018,2032,68.9
2893,Poland,POL,1999,No,No,Central Europe,Warsaw,Satellite Terminal,Communications,Digital,SATCOM / JTRS,1239,In Maintenance,End-of-Life,2022,2,427.47,529635.33,Italy,Yes,No,2024,2026,73.6
2894,Poland,POL,1999,No,No,Central Europe,Warsaw,Satellite Terminal,Communications,Digital,SATCOM / JTRS,1208,Reserve,Fair,2000,24,250.64,302773.12,Multi-National,Yes,No,2004,2031,68.6
2895,Poland,POL,1999,No,No,Central Europe,Warsaw,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,459,In Maintenance,Fair,2002,22,387.77,177986.43,Multi-National,Yes,Yes,2023,2032,94.6
2896,Poland,POL,1999,No,No,Central Europe,Warsaw,Frigate,Naval,Sea,FREMM / Type 23 / FREMM,807,Operational,Fair,2011,13,100.71,81272.97,USA,Partial,No,2024,2035,55.1
2897,Poland,POL,1999,No,No,Central Europe,Warsaw,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,873,In Maintenance,Fair,2009,15,321.9,281018.7,Israel,Partial,No,2019,2025,64.7
2898,Poland,POL,1999,No,No,Central Europe,Warsaw,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,366,Operational,Needs Repair,2001,23,214.76,78602.16,USA,Yes,No,2023,2034,48.6
2899,Poland,POL,1999,No,No,Central Europe,Warsaw,Strategic Transport Aircraft,Air Force,Air,C-17 / A400M / C-130,1135,On Order,Needs Repair,2008,16,147.8,167753.0,Domestic,Partial,No,2008,2034,41.4
2900,Poland,POL,1999,No,No,Central Europe,Warsaw,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,534,Decommissioning,Excellent,2020,4,149.97,80083.98,Turkey,No,No,2022,2032,67.5
2901,Poland,POL,1999,No,No,Central Europe,Warsaw,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,612,On Order,Good,2002,22,102.02,62436.24,USA,Yes,No,2015,2024,69.7
2902,Poland,POL,1999,No,No,Central Europe,Warsaw,Mine Countermeasure Vessel,Naval,Sea,Hunt-class / Alkmaar,1585,Decommissioning,Fair,2006,18,88.83,140795.55,Multi-National,Yes,Yes,2014,2029,47.6
2903,Poland,POL,1999,No,No,Central Europe,Warsaw,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1101,Operational,Good,2002,22,174.41,192025.41,Italy,Yes,No,2005,2031,65.4
2904,Poland,POL,1999,No,No,Central Europe,Warsaw,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1701,Operational,Fair,2010,14,140.48,238956.48,USA,Yes,Yes,2010,2034,46.0
2905,Poland,POL,1999,No,No,Central Europe,Warsaw,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,1381,In Maintenance,End-of-Life,2023,1,208.38,287772.78,USA,Partial,Yes,2023,2029,71.1
2906,Poland,POL,1999,No,No,Central Europe,Warsaw,Field Hospital,Medical,Support,Role 2 / Role 3 Hospital,578,On Order,Excellent,2016,8,442.47,255747.66,USA,Yes,No,2023,2025,48.1
2907,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,1005,Reserve,Needs Repair,2021,3,47.75,47988.75,Multi-National,No,Yes,2021,2033,45.8
2908,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,925,Decommissioning,Fair,2008,16,122.5,113312.5,Domestic,Partial,Yes,2014,2024,87.5
2909,Poland,POL,1999,No,No,Central Europe,Warsaw,Anti-Tank Missile System,Anti-Armor,Land,Javelin / SPIKE / Milan,1990,On Order,Good,2023,1,242.27,482117.3,Germany,Partial,Yes,2024,2028,89.6
2910,Poland,POL,1999,No,No,Central Europe,Warsaw,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1267,Decommissioning,Fair,2023,1,175.38,222206.46,Domestic,Yes,Yes,2024,2030,55.1
2911,Poland,POL,1999,No,No,Central Europe,Warsaw,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,261,Decommissioning,Needs Repair,2012,12,288.16,75209.76,Germany,Partial,Yes,2014,2027,73.0
2912,Poland,POL,1999,No,No,Central Europe,Warsaw,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,790,Upgrading,Excellent,2009,15,189.19,149460.1,Domestic,Partial,Yes,2020,2033,72.6
2913,Poland,POL,1999,No,No,Central Europe,Warsaw,Air Superiority Fighter,Air Force,Air,F-22 / Typhoon,1372,Decommissioning,End-of-Life,2002,22,388.42,532912.24,Domestic,Yes,Yes,2002,2024,59.9
2914,Poland,POL,1999,No,No,Central Europe,Warsaw,Corvette,Naval,Sea,Skjold / Visby / Burak,936,Upgrading,End-of-Life,2016,8,69.62,65164.32,Turkey,Partial,Yes,2018,2024,94.4
2915,Poland,POL,1999,No,No,Central Europe,Warsaw,Corvette,Naval,Sea,Skjold / Visby / Burak,392,Operational,End-of-Life,1999,25,204.71,80246.32,USA,No,Yes,2004,2027,92.3
2916,Poland,POL,1999,No,No,Central Europe,Warsaw,Tanker Aircraft,Air Force,Air,KC-135 / A330 MRTT,959,Upgrading,Good,2011,13,425.17,407738.03,USA,No,No,2012,2029,91.0
